patent_id,application_number,title,abstract,inventors,assignee,status,filing_date,url,source_query,last_updated_utc,llm_summary,pmid,journal,pubdate,year,month,day,authors,rochester_authors,affiliations,authors_display
16590973,16590973,TREATMENT OF VULVAR PAIN,No abstract available.,,Assignee unavailable,Patented Case,2019-10-02,https://patentcenter.uspto.gov/applications/16590973,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16590973,USPTO Patent Application - Assignee unavailable,"Oct 02, 2019",2019,Oct,2,,,,
16589420,16589420,SOLID PHASE IMMUNOASSAY APPARATUS AND METHOD FOR RAPID DETECTION OF BACTERIA,No abstract available.,,Assignee unavailable,Patented Case,2019-10-01,https://patentcenter.uspto.gov/applications/16589420,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16589420,USPTO Patent Application - Assignee unavailable,"Oct 01, 2019",2019,Oct,1,,,,
16589247,16589247,Live-Attenuated Vaccine Having Mutations in Viral Polymerase for the Treatment and Prevention of Canine Influenza Virus,No abstract available.,,Assignee unavailable,Patented Case,2019-10-01,https://patentcenter.uspto.gov/applications/16589247,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16589247,USPTO Patent Application - Assignee unavailable,"Oct 01, 2019",2019,Oct,1,,,,
16494668,16494668,COMPOSITIONS OF OLIGOFRUCTOSE AND COMMENSAL MICROORGANISMS AND METHODS THEREOF,No abstract available.,,Assignee unavailable,Patented Case,2019-09-16,https://patentcenter.uspto.gov/applications/16494668,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16494668,USPTO Patent Application - Assignee unavailable,"Sep 16, 2019",2019,Sep,16,,,,
16565740,16565740,Method and System to Passively Align and Attach Fiber Array to Laser Array or Optical Waveguide Array,No abstract available.,,Assignee unavailable,Patented Case,2019-09-10,https://patentcenter.uspto.gov/applications/16565740,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16565740,USPTO Patent Application - Assignee unavailable,"Sep 10, 2019",2019,Sep,10,,,,
16565125,16565125,Solution Target for Cyclotron Production of Radiometals,No abstract available.,,Assignee unavailable,Patented Case,2019-09-09,https://patentcenter.uspto.gov/applications/16565125,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16565125,USPTO Patent Application - Assignee unavailable,"Sep 09, 2019",2019,Sep,9,,,,
16489890,16489890,COLLAGEN HYDROLYSATES AS A BENEFICIAL PREBIOTIC AND THEIR EFFECT ON JOINT INFLAMMATION AND OSTEOARTHRITIS,No abstract available.,,Assignee unavailable,Patented Case,2019-08-29,https://patentcenter.uspto.gov/applications/16489890,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16489890,USPTO Patent Application - Assignee unavailable,"Aug 29, 2019",2019,Aug,29,,,,
16550831,16550831,SYSTEM AND METHOD FOR REAL-TIME HIGH-RESOLUTION EYE-TRACKING,No abstract available.,,Assignee unavailable,Patented Case,2019-08-26,https://patentcenter.uspto.gov/applications/16550831,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16550831,USPTO Patent Application - Assignee unavailable,"Aug 26, 2019",2019,Aug,26,,,,
16548377,16548377,NANOWIRE LIGHT EMITTING SWITCH DEVICES AND METHODS THEREOF,No abstract available.,,Assignee unavailable,Patented Case,2019-08-22,https://patentcenter.uspto.gov/applications/16548377,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16548377,USPTO Patent Application - Assignee unavailable,"Aug 22, 2019",2019,Aug,22,,,,
16542341,16542341,"ALL-OPTICAL, OPTICALLY ADDRESSABLE LIQUID CRYSTAL-BASED LIGHT VALVE EMPLOYING PHOTOSWITCHABLE ALIGNMENT LAYER FOR HIGH-POWER AND/OR LARGE APERTURE LASER APPLICATIONS",No abstract available.,,Assignee unavailable,Patented Case,2019-08-16,https://patentcenter.uspto.gov/applications/16542341,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16542341,USPTO Patent Application - Assignee unavailable,"Aug 16, 2019",2019,Aug,16,,,,
16485976,16485976,SURGICAL VISUALIZATION AND MEDICAL IMAGING DEVICES AND METHODS USING NEAR INFRARED FLUORESCENT POLYMERS,No abstract available.,,Assignee unavailable,Patented Case,2019-08-14,https://patentcenter.uspto.gov/applications/16485976,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16485976,USPTO Patent Application - Assignee unavailable,"Aug 14, 2019",2019,Aug,14,,,,
16483260,16483260,METABOLIC BIOMARKERS FOR COGNITIVE ABILITY,No abstract available.,,Assignee unavailable,Patented Case,2019-08-02,https://patentcenter.uspto.gov/applications/16483260,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16483260,USPTO Patent Application - Assignee unavailable,"Aug 02, 2019",2019,Aug,2,,,,
16479078,16479078,SYSTEM AND METHOD FOR ATTACHING OPTICAL FIBERS TO CHIPS,No abstract available.,,Assignee unavailable,Patented Case,2019-07-18,https://patentcenter.uspto.gov/applications/16479078,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16479078,USPTO Patent Application - Assignee unavailable,"Jul 18, 2019",2019,Jul,18,,,,
16513233,16513233,Method of Site-specific Deposition Onto a Free-Standing Carbon Article,No abstract available.,,Assignee unavailable,Patented Case,2019-07-16,https://patentcenter.uspto.gov/applications/16513233,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16513233,USPTO Patent Application - Assignee unavailable,"Jul 16, 2019",2019,Jul,16,,,,
16476329,16476329,Device and Method for Isolating Extracellular Vesicles From Biofluids,No abstract available.,,Assignee unavailable,Patented Case,2019-07-08,https://patentcenter.uspto.gov/applications/16476329,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16476329,USPTO Patent Application - Assignee unavailable,"Jul 08, 2019",2019,Jul,8,,,,
16452706,16452706,RADIO SPECTRUM SHARING LEVERAGING LINK ADAPTATION IN PRIMARY NETWORK,No abstract available.,,Assignee unavailable,Patented Case,2019-06-26,https://patentcenter.uspto.gov/applications/16452706,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16452706,USPTO Patent Application - Assignee unavailable,"Jun 26, 2019",2019,Jun,26,,,,
16446859,16446859,TELECENTRIC AND BROADBAND ACHROMATIC OBJECTIVE LENS SYSTEMS,No abstract available.,,Assignee unavailable,Patented Case,2019-06-20,https://patentcenter.uspto.gov/applications/16446859,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16446859,USPTO Patent Application - Assignee unavailable,"Jun 20, 2019",2019,Jun,20,,,,
16437171,16437171,Passive two phase heat transfer systems,No abstract available.,,Assignee unavailable,Patented Case,2019-06-11,https://patentcenter.uspto.gov/applications/16437171,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16437171,USPTO Patent Application - Assignee unavailable,"Jun 11, 2019",2019,Jun,11,,,,
16432571,16432571,Low-Profile Retentive Abutment,No abstract available.,,Assignee unavailable,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-06-05,https://patentcenter.uspto.gov/applications/16432571,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16432571,USPTO Patent Application - Assignee unavailable,"Jun 05, 2019",2019,Jun,5,,,,
16430068,16430068,AUGMENTED REALITY DISPLAY,No abstract available.,,Assignee unavailable,Patented Case,2019-06-03,https://patentcenter.uspto.gov/applications/16430068,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16430068,USPTO Patent Application - Assignee unavailable,"Jun 03, 2019",2019,Jun,3,,,,
16425870,16425870,Methods and Systems for Quantitative Ocular Surface Diagnostics,No abstract available.,,Assignee unavailable,Patented Case,2019-05-29,https://patentcenter.uspto.gov/applications/16425870,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16425870,USPTO Patent Application - Assignee unavailable,"May 29, 2019",2019,May,29,,,,
16414229,16414229,DEEP TISSUE SUPER-RESOLUTION ULTRASOUND IMAGING METHOD AND SYSTEM,No abstract available.,,Assignee unavailable,Patented Case,2019-05-16,https://patentcenter.uspto.gov/applications/16414229,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16414229,USPTO Patent Application - Assignee unavailable,"May 16, 2019",2019,May,16,,,,
16412265,16412265,Vision Correction With Laser Refractive Index Changes,No abstract available.,,Assignee unavailable,Patented Case,2019-05-14,https://patentcenter.uspto.gov/applications/16412265,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16412265,USPTO Patent Application - Assignee unavailable,"May 14, 2019",2019,May,14,,,,
16404600,16404600,MEASUREMENT APPARATUS OF WAVEFRONT AND POLARIZATION PROFILE OF VECTORIAL OPTICAL FIELDS,No abstract available.,,Assignee unavailable,Patented Case,2019-05-06,https://patentcenter.uspto.gov/applications/16404600,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16404600,USPTO Patent Application - Assignee unavailable,"May 06, 2019",2019,May,6,,,,
16398611,16398611,MEASUREMENT OF MULTI-LAYER STRUCTURES,No abstract available.,,Assignee unavailable,Patented Case,2019-04-30,https://patentcenter.uspto.gov/applications/16398611,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16398611,USPTO Patent Application - Assignee unavailable,"Apr 30, 2019",2019,Apr,30,,,,
16346327,16346327,REVERBERANT SHEAR WAVE FIELD ESTIMATION OF BODY PROPERTIES,No abstract available.,,Assignee unavailable,Patented Case,2019-04-30,https://patentcenter.uspto.gov/applications/16346327,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16346327,USPTO Patent Application - Assignee unavailable,"Apr 30, 2019",2019,Apr,30,,,,
16392861,16392861,Volcano-shaped enhancement features for enhanced pool boiling,No abstract available.,,Assignee unavailable,Patented Case,2019-04-24,https://patentcenter.uspto.gov/applications/16392861,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16392861,USPTO Patent Application - Assignee unavailable,"Apr 24, 2019",2019,Apr,24,,,,
16388992,16388992,OPTICAL DEVICE AND METHOD FOR MODIFYING THE REFRACTIVE INDEX OF AN OPTICAL MATERIAL,No abstract available.,,Assignee unavailable,Patented Case,2019-04-19,https://patentcenter.uspto.gov/applications/16388992,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16388992,USPTO Patent Application - Assignee unavailable,"Apr 19, 2019",2019,Apr,19,,,,
16388459,16388459,Magnetic field patterning of nickel nanofibers using precursor ink,No abstract available.,,Assignee unavailable,Patented Case,2019-04-18,https://patentcenter.uspto.gov/applications/16388459,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16388459,USPTO Patent Application - Assignee unavailable,"Apr 18, 2019",2019,Apr,18,,,,
16388007,16388007,Direct Server-to-Server Wireless Data Center Network and Method thereof,No abstract available.,,Assignee unavailable,Patented Case,2019-04-18,https://patentcenter.uspto.gov/applications/16388007,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16388007,USPTO Patent Application - Assignee unavailable,"Apr 18, 2019",2019,Apr,18,,,,
16384469,16384469,TDR TRANSDUCER WITH BOOMERANG WAVEGUIDE,No abstract available.,,Assignee unavailable,Patented Case,2019-04-15,https://patentcenter.uspto.gov/applications/16384469,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16384469,USPTO Patent Application - Assignee unavailable,"Apr 15, 2019",2019,Apr,15,,,,
16377938,16377938,"Apparatus, System and Method for Medical Analyses of Seated Individual",No abstract available.,,Assignee unavailable,Patented Case,2019-04-08,https://patentcenter.uspto.gov/applications/16377938,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16377938,USPTO Patent Application - Assignee unavailable,"Apr 08, 2019",2019,Apr,8,,,,
16355335,16355335,PET IMAGING OF ZINC TRANSPORT,No abstract available.,,Assignee unavailable,Patented Case,2019-03-15,https://patentcenter.uspto.gov/applications/16355335,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16355335,USPTO Patent Application - Assignee unavailable,"Mar 15, 2019",2019,Mar,15,,,,
16296628,16296628,DIFFERENTIAL AMPLIFIER CIRCUIT AND SERIAL TRANSMISSION CIRCUIT,No abstract available.,,Assignee unavailable,Patented Case,2019-03-08,https://patentcenter.uspto.gov/applications/16296628,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16296628,USPTO Patent Application - Assignee unavailable,"Mar 08, 2019",2019,Mar,8,,,,
16292836,16292836,SYSTEMS AND METHODS FOR AUDIO SCENE GENERATION BY EFFECTING CONTROL OF THE VIBRATIONS OF A PANEL,No abstract available.,,Assignee unavailable,Patented Case,2019-03-05,https://patentcenter.uspto.gov/applications/16292836,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16292836,USPTO Patent Application - Assignee unavailable,"Mar 05, 2019",2019,Mar,5,,,,
16328521,16328521,Human Monoclonal Antibodies to Human Endogenous Retrovirus K Envelope (HERV-K) and Use Thereof,No abstract available.,,Assignee unavailable,Patented Case,2019-02-26,https://patentcenter.uspto.gov/applications/16328521,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16328521,USPTO Patent Application - Assignee unavailable,"Feb 26, 2019",2019,Feb,26,,,,
16328171,16328171,Rapid Isolation of Cyclotron-Produced Gallium-68,No abstract available.,,Assignee unavailable,Patented Case,2019-02-25,https://patentcenter.uspto.gov/applications/16328171,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16328171,USPTO Patent Application - Assignee unavailable,"Feb 25, 2019",2019,Feb,25,,,,
16325752,16325752,Pharmaceutical Composition Containing Polymyxin B/Trimethoprim based Therapeutics,No abstract available.,,Assignee unavailable,Patented Case,2019-02-15,https://patentcenter.uspto.gov/applications/16325752,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16325752,USPTO Patent Application - Assignee unavailable,"Feb 15, 2019",2019,Feb,15,,,,
16325387,16325387,Distal Biceps Tendon Repair Device,No abstract available.,,Assignee unavailable,Patented Case,2019-02-13,https://patentcenter.uspto.gov/applications/16325387,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16325387,USPTO Patent Application - Assignee unavailable,"Feb 13, 2019",2019,Feb,13,,,,
16270704,16270704,Opportunistic Plethysmography using Video Cameras,No abstract available.,,Assignee unavailable,Patented Case,2019-02-08,https://patentcenter.uspto.gov/applications/16270704,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16270704,USPTO Patent Application - Assignee unavailable,"Feb 08, 2019",2019,Feb,8,,,,
16321589,16321589,SMALL MOLECULE INHIBITORS FOR TRANSCRIPTION FACTORS,No abstract available.,,Assignee unavailable,Patented Case,2019-01-29,https://patentcenter.uspto.gov/applications/16321589,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:24Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,16321589,USPTO Patent Application - Assignee unavailable,"Jan 29, 2019",2019,Jan,29,,,,
